track_id,playlist_id,artist,album,track_name,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genres
5uU1uuyaUIBOiiUSQG7Wl3,37i9dQZF1DX1lVhptIYRda,Morgan Wallen,You Proof,You Proof,0.731,0.85,9,-4.913,1,0.0336,0,0.605,0.644,119.706,157478,4,contemporary country
2FGOg7uYBfnspkPOISXTFY,37i9dQZF1DX1lVhptIYRda,Carrie Underwood,Ghost Story,Ghost Story,0.479,0.742,7,-5.587,1,0.0539,0.000834,0.278,0.454,142.909,181400,3,contemporary country
3YaycOQk7PoQpl7YdvmWdX,37i9dQZF1DX1lVhptIYRda,Old Dominion,"Time, Tequila & Therapy",No Hard Feelings,0.636,0.866,4,-5.796,1,0.0553,5.42e-06,0.371,0.963,85.004,191360,4,contemporary country
3WMj8moIAXJhHsyLaqIIHI,37i9dQZF1DX1lVhptIYRda,Zach Bryan,Something in the Orange,Something in the Orange,0.369,0.192,4,-12.151,0,0.04,8.35e-06,0.0954,0.148,175.212,228013,3,oklahoma country
20WKHeDTmtU0Zj4sNB8aoA,37i9dQZF1DX1lVhptIYRda,Justin Moore,With A Woman You Love,With A Woman You Love,0.611,0.756,7,-4.483,1,0.0288,0,0.378,0.596,106.012,167376,4,arkansas country
5ZCjp56T8J6d7amJyFSzrI,37i9dQZF1DX1lVhptIYRda,Lainey Wilson,Heart Like A Truck,Heart Like A Truck,0.587,0.632,9,-5.416,1,0.0311,1.01e-05,0.158,0.392,139.974,199040,4,contemporary country
4RG7P0CXQ4pe0OeCAHjX5L,37i9dQZF1DX1lVhptIYRda,Corey Kent,Wild as Her,Wild as Her,0.504,0.736,0,-6.079,1,0.0352,0,0.129,0.46,148.014,199733,4,contemporary country
6kCFt2ATuMIE5H9zVEJXei,37i9dQZF1DX1lVhptIYRda,Jason Aldean,MACON,That's What Tequila Does,0.522,0.801,5,-5.424,1,0.1,0,0.301,0.491,155.928,189307,3,contemporary country
5U4iPIXYJ5h6H7zJhx6VVF,37i9dQZF1DX1lVhptIYRda,Kassi Ashton,Dates In Pickup Trucks,Dates In Pickup Trucks,0.453,0.842,11,-3.156,0,0.394,0,0.186,0.644,170.166,165520,4,contemporary country
106WZMD4t61E3WIBPtXTDK,37i9dQZF1DX1lVhptIYRda,Drew Green,Good Ol' Man,Good Ol' Man,0.594,0.484,6,-7.093,1,0.0299,0,0.0878,0.281,168.006,202178,4,contemporary country
11kskoMyNDumaR30CI6rRv,37i9dQZF1DX1lVhptIYRda,Thomas Rhett,Where We Started,Half Of Me,0.575,0.842,7,-5.058,1,0.0348,0,0.279,0.665,111.995,183027,4,contemporary country
5HVc3YeNKDFomPhXBKE90U,37i9dQZF1DX1lVhptIYRda,Maren Morris,Humble Quest,Good Friends,0.628,0.517,10,-7.031,1,0.0596,1.27e-06,0.104,0.295,79.029,208067,4,contemporary country
4q9NEq8kUmSZwtNsxL2KJN,37i9dQZF1DX1lVhptIYRda,Dylan Scott,Can't Have Mine (Find You A Girl),Can't Have Mine (Find You A Girl),0.663,0.502,5,-7.07,1,0.0285,0,0.105,0.371,143.969,183087,4,contemporary country
0pnKcAh5binHOP9HexWwnZ,37i9dQZF1DX1lVhptIYRda,Chris Lane,Dancin' In The Moonlight (feat. Lauren Alaina),Dancin' In The Moonlight (feat. Lauren Alaina),0.589,0.829,8,-4.861,0,0.0332,0,0.128,0.563,121.998,199000,4,contemporary country
7qox7CiK5Kf25oBxCA0rY5,37i9dQZF1DX1lVhptIYRda,Brett Eldredge,Songs About You,Songs About You,0.649,0.558,8,-4.863,1,0.0253,0,0.172,0.635,89.988,202387,4,contemporary country
3rvEUrjnl3eXXmKiKLkzRN,37i9dQZF1DX1lVhptIYRda,Priscilla Block,My Bar,My Bar,0.615,0.782,11,-3.386,1,0.0331,0,0.189,0.562,96.97,193053,4,contemporary country
5nWsaKPbHG8UpBqkaBJGrE,37i9dQZF1DX1lVhptIYRda,Kenny Chesney,Beer With My Friends,Beer With My Friends,0.627,0.926,9,-2.134,1,0.0479,0,0.29,0.713,109.992,180960,4,contemporary country
3CC2sCo30DhwOwGI4NN30I,37i9dQZF1DX1lVhptIYRda,Conner Smith,Take It Slow,Take It Slow,0.594,0.838,5,-3.768,1,0.0323,0,0.126,0.524,116.012,162587,4,contemporary country
4232gJU5ljjFmKaPh0cKds,37i9dQZF1DX1lVhptIYRda,Ashley Cooke,Already Drank That Beer,Never Til Now (feat. Brett Young),0.382,0.408,10,-7.552,1,0.0407,0,0.127,0.128,77.063,173534,4,contemporary country
1pbUfl4W9KtQ5hNkT6RiXp,37i9dQZF1DX1lVhptIYRda,Zac Brown Band,Out in the Middle,Out In The Middle,0.516,0.867,1,-3.139,1,0.0328,0,0.106,0.615,166.031,166301,4,contemporary country
3j1xkzTW8owIphkWV51V9s,37i9dQZF1DX1lVhptIYRda,Kane Brown,Like I Love Country Music,Like I Love Country Music,0.542,0.82,8,-6.073,1,0.0432,0.000136,0.0561,0.702,124.85,234341,4,black americana
5OLaVCAM2pqg7X9mAM2W8M,37i9dQZF1DX1lVhptIYRda,Carly Pearce,29: Written In Stone,What He Didn't Do,0.628,0.632,9,-5.932,1,0.0325,0,0.288,0.559,137.854,191227,4,contemporary country
1vscizuuPwkwC1cc5N5KQV,37i9dQZF1DX1lVhptIYRda,Jackson Dean,Jackson Dean,Don’t Come Lookin’,0.529,0.858,9,-6.015,1,0.0536,2.91e-05,0.345,0.676,156.129,187957,4,unknown
25VQoiuyc0HkC5FQTj1a8G,37i9dQZF1DX1lVhptIYRda,Jelly Roll,Ballads Of The Broken,Son Of A Sinner,0.365,0.541,7,-7.489,1,0.0304,2.25e-06,0.281,0.329,86.041,232093,4,country rap
4qbibbQ1yK0rPl0JUJS0bz,37i9dQZF1DX1lVhptIYRda,Maddie & Tae,Every Night Every Morning,Every Night Every Morning,0.618,0.75,7,-4.608,1,0.0287,0,0.141,0.619,123.885,196890,4,contemporary country
5GZpFMMargJUqhbLoI94Tz,37i9dQZF1DX1lVhptIYRda,Midland,Longneck Way To Go,Longneck Way To Go,0.485,0.883,5,-4.906,1,0.0403,6.38e-06,0.37,0.604,129.021,188400,4,neo-traditional country
6iai8D40xiwuktWrxcInt1,37i9dQZF1DX1lVhptIYRda,Jimmie Allen,down home,down home,0.584,0.821,9,-3.628,1,0.0305,0,0.196,0.571,146.0,201733,4,black americana
2ccuOtUjIyx3tPcsnpeBzJ,37i9dQZF1DX1lVhptIYRda,ERNEST,Flower Shops (feat. Morgan Wallen),Flower Shops (feat. Morgan Wallen),0.527,0.461,7,-5.908,1,0.0269,0,0.0831,0.227,128.153,214405,3,contemporary country
6F7UOC6fPWOkPqybOWBHSv,37i9dQZF1DX1lVhptIYRda,Miranda Lambert,If I Was a Cowboy,If I Was a Cowboy,0.575,0.644,6,-5.68,0,0.0309,0,0.131,0.626,80.07,195013,4,contemporary country
6AqwH2Y9FJwhUE2dCSkw1u,37i9dQZF1DX1lVhptIYRda,Tyler Hubbard,5 Foot 9,5 Foot 9,0.602,0.796,5,-5.609,1,0.0465,0,0.125,0.53,106.005,189780,4,unknown
2xPV95cfbyusygMTxpa3SW,37i9dQZF1DX1lVhptIYRda,Dan + Shay,Good Things,You,0.544,0.572,0,-6.205,1,0.0319,0,0.234,0.52,169.885,196253,4,contemporary country
16Sdmdt7jpibASwEsO0s9j,37i9dQZF1DX1lVhptIYRda,Elle King,Worth A Shot (feat. Dierks Bentley),Worth A Shot (feat. Dierks Bentley),0.554,0.809,0,-4.893,1,0.039,0.00156,0.111,0.462,159.989,211933,4,modern blues rock
1tRxwf8Q0AcshfHuaD86Yt,37i9dQZF1DX1lVhptIYRda,Luke Bryan,Country On,Country On,0.52,0.751,5,-5.064,1,0.0551,7.4e-06,0.0624,0.519,156.044,236456,4,contemporary country
2s4arq5gE02rBGtGrn2PKj,37i9dQZF1DX1lVhptIYRda,Alana Springsteen,Me Myself and Why,Me Myself and Why,0.538,0.832,4,-5.24,1,0.0549,0,0.144,0.191,106.077,213067,4,contemporary country
3DUVwg2lfRKphwNtYE7S85,37i9dQZF1DX1lVhptIYRda,Kameron Marlowe,Girl On Fire,Girl On Fire,0.591,0.758,2,-5.4,1,0.0719,0,0.179,0.412,82.008,173011,4,contemporary country
3c7H5RL3H6jFgDTbMxGBe9,37i9dQZF1DX10zKzsJ2jva,Romeo Santos,El Pañuelo,El Pañuelo,0.839,0.71,8,-3.823,1,0.0409,0,0.283,0.661,129.998,234707,4,bachata
1IHWl5LamUGEuP4ozKQSXZ,37i9dQZF1DX10zKzsJ2jva,Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,0.65,0.715,5,-5.198,0,0.253,0.000291,0.126,0.187,106.672,243717,4,latin
6i1g5ZRmJZAkDwBaUZ3f2i,37i9dQZF1DX10zKzsJ2jva,Luar La L,L3tra,Caile,0.704,0.756,0,-4.948,1,0.448,3.75e-06,0.0852,0.461,121.737,141340,3,reggaeton
1ga4PztXOIw1yBbdUt2X8v,37i9dQZF1DX10zKzsJ2jva,KAROL G,GATÚBELA,GATÚBELA,0.627,0.858,11,-2.824,0,0.386,0,0.21,0.342,92.523,209160,4,latin
5fhcuVxuBWfgNXGuyAtLmr,37i9dQZF1DX10zKzsJ2jva,Piso 21,Los Cachos,Los Cachos,0.774,0.73,0,-3.865,1,0.134,0,0.194,0.421,91.966,212304,4,colombian pop
79HZAZNnOE97rb2hnI0XQr,37i9dQZF1DX10zKzsJ2jva,Rauw Alejandro,LOKERA,LOKERA,0.834,0.828,11,-2.657,0,0.0452,5.91e-06,0.103,0.58,102.019,195294,4,puerto rican pop
3qaHzxjNtFU7QiEuhGx70x,37i9dQZF1DX10zKzsJ2jva,Romeo Santos,Sin Fin,Sin Fin,0.757,0.856,0,-4.494,1,0.0605,0,0.065,0.764,127.993,234667,4,bachata
3fjN3y5x4hN53rykAN2LHQ,37i9dQZF1DX10zKzsJ2jva,Rels B,cómo dormiste?,cómo dormiste?,0.627,0.429,1,-8.255,1,0.234,0,0.122,0.565,126.426,112572,5,r&b en espanol
5Eax0qFko2dh7Rl2lYs3bx,37i9dQZF1DX10zKzsJ2jva,Bad Bunny,Un Verano Sin Ti,Efecto,0.801,0.475,7,-8.797,0,0.0516,1.73e-05,0.0639,0.234,98.047,213061,4,latin
6e9Ew4AECYwY5Xgs2ZKMgp,37i9dQZF1DX10zKzsJ2jva,Anuel AA,Mercedes Tintia,Mercedes Tintia,0.815,0.67,11,-4.076,1,0.109,0.000854,0.0973,0.768,172.014,195349,4,latin
2oNSHvGBGZIrZouRAA1eaX,37i9dQZF1DX10zKzsJ2jva,Anitta,El Que Espera,El Que Espera,0.825,0.758,9,-1.73,0,0.238,0,0.0661,0.828,176.059,170397,4,funk carioca
6wtZPYBIXUvCpXwVjMCJBf,37i9dQZF1DX10zKzsJ2jva,Polimá Westcoast,ULTRA SOLO REMIX,ULTRA SOLO REMIX,0.909,0.824,1,-4.627,1,0.0797,0.00387,0.0638,0.585,109.97,322347,4,trap chileno
3kUq4sBcmxhnOtNysZ9yrp,37i9dQZF1DX10zKzsJ2jva,Feid,Feliz Cumpleaños Ferxxo,Feliz Cumpleaños Ferxxo,0.87,0.55,5,-5.537,1,0.0722,0,0.293,0.566,95.019,156400,4,colombian pop
2rurDawMfoKP4uHyb2kJBt,37i9dQZF1DX10zKzsJ2jva,Shakira,Te Felicito,Te Felicito,0.695,0.636,5,-4.654,1,0.317,0,0.081,0.575,174.14,172235,4,colombian pop
1Y62KpDaP5MEL43ZcI6IaG,37i9dQZF1DX10zKzsJ2jva,Quevedo,Sin Señal,Sin Señal,0.822,0.851,11,-3.314,0,0.0422,0.00792,0.105,0.749,117.992,185085,4,rap canario
7gwT3HGL84vF7bgtwL1N88,37i9dQZF1DX10zKzsJ2jva,Lasso,Ojos Marrones,Ojos Marrones,0.809,0.649,8,-4.433,0,0.0416,0,0.145,0.72,120.014,198520,4,latin
6DoL1yYIwEW7VZMRaJhoJI,37i9dQZF1DX10zKzsJ2jva,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),0.795,0.845,9,-3.809,0,0.135,1.14e-05,0.172,0.769,170.023,254920,4,latin
4SSbtLDkepeOHAckM1FCBP,37i9dQZF1DX10zKzsJ2jva,El Alfa,LOS APARATOS,LOS APARATOS,0.868,0.878,1,-3.294,1,0.038,0.00052,0.0857,0.899,112.987,232843,4,dembow
7dMTCS9BLzBqYTlAuHP8TM,37i9dQZF1DX10zKzsJ2jva,Danna Paola,XT4S1S,XT4S1S,0.797,0.677,9,-4.163,0,0.0857,0,0.441,0.919,130.034,219320,4,latin
77l75UICfUZK5k0G7WRGqg,37i9dQZF1DX10zKzsJ2jva,Tiago PZK,Traductor,Traductor,0.845,0.776,11,-3.098,0,0.0488,0.0321,0.0684,0.528,105.018,222857,4,trap argentino
6N7LquYjc3c53qr4PSJbi5,37i9dQZF1DX10zKzsJ2jva,Paulo Londra,Noche de Novela (feat. Ed Sheeran),Noche de Novela (feat. Ed Sheeran),0.522,0.585,7,-7.205,1,0.129,0,0.0909,0.411,97.99,191896,4,argentine hip hop
7d7aPD2oxuzjhOZnu4Dj23,37i9dQZF1DX10zKzsJ2jva,Natti Natasha,Mayor Que Usted,Mayor Que Usted,0.625,0.839,6,-4.824,0,0.0927,2.35e-05,0.464,0.771,184.08,233520,4,latin
02jLfqc9gMo8PkHEGHY3OT,37i9dQZF1DX10zKzsJ2jva,Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,0.743,0.576,8,-3.552,0,0.076,5.87e-05,0.128,0.455,171.945,191573,4,colombian pop
1O2pcBJGej0pmH2Y9XZMs6,37i9dQZF1DX10zKzsJ2jva,Cris Mj,Una Noche en Medellín,Una Noche en Medellín,0.87,0.548,10,-5.253,0,0.077,4.6e-05,0.0534,0.832,96.018,153750,4,mambo chileno
1ri9ZUkBJVFUdgwzCnfcYs,37i9dQZF1DX10zKzsJ2jva,Becky G,MAMIII,MAMIII,0.843,0.7,4,-3.563,0,0.0803,0,0.14,0.899,93.991,226088,4,latin
3AbNNvo2OmyeDMvRBgf9vk,37i9dQZF1DX10zKzsJ2jva,TINI,La Loto,La Loto,0.855,0.83,1,-2.815,1,0.106,1.31e-06,0.08,0.775,90.009,190667,4,latin pop
3SlKme42qm1vWrkl3BrZmm,37i9dQZF1DX10zKzsJ2jva,Maluma,Nos Comemos Vivos,Nos Comemos Vivos,0.822,0.719,10,-3.633,0,0.0576,2.48e-05,0.174,0.659,82.01,225366,4,latin
5PfFHceiEv61KldMOuVrv8,37i9dQZF1DX10zKzsJ2jva,Peso Pluma,Siempre Pendientes,Siempre Pendientes,0.774,0.748,0,-7.086,1,0.0352,0.0057,0.126,0.714,135.929,186828,3,corrido
4IsO1J5LSrVwkQOIEdZ417,37i9dQZF1DX10zKzsJ2jva,Nicky Jam,Sin Novia,Sin Novia,0.747,0.752,11,-5.324,1,0.0417,0,0.128,0.512,106.97,188411,4,latin
2IzV2SPZQLadtA46ni3ICq,37i9dQZF1DX10zKzsJ2jva,Zion & Lennox,Berlin,Berlin,0.796,0.766,1,-4.237,1,0.0422,1.53e-06,0.164,0.846,121.008,246062,4,latin
0hzC5kZ6qKZJ9ybyW75VV8,37i9dQZF1DX10zKzsJ2jva,Chris Lebron,Desde Mis Ojos (Remix),Desde Mis Ojos - Remix,0.673,0.56,1,-5.191,1,0.182,0,0.293,0.656,93.978,223564,4,dominican pop
2pR6bipXfJySBhje19SW02,37i9dQZF1DX10zKzsJ2jva,Stars Music Chile,Marisola,Marisola,0.806,0.85,1,-4.84,1,0.0967,0,0.201,0.728,95.014,184421,4,unknown
7kN7u1ZDOrNBKcEEGwGeDY,37i9dQZF1DX10zKzsJ2jva,Jay Wheeler,Suelta,Suelta,0.859,0.553,9,-5.726,0,0.0456,0.00011,0.109,0.338,122.048,243934,4,latin
4hceSKjrkDTO0nMKFcb3sj,37i9dQZF1DX10zKzsJ2jva,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",0.82,0.752,1,-7.635,0,0.0648,0.00417,0.628,0.423,127.999,187500,4,argentine hip hop
3IAfUEeaXRX9s9UdKOJrFI,37i9dQZF1DX10zKzsJ2jva,Anitta,Envolver,Envolver,0.812,0.736,4,-5.421,0,0.0833,0.00254,0.0914,0.396,91.993,193806,4,funk carioca
6bTVP50bbtMtD6RGe2cUoQ,37i9dQZF1DX10zKzsJ2jva,Duki,GIVENCHY,GIVENCHY,0.607,0.619,8,-6.726,1,0.396,0,0.231,0.377,102.974,182611,3,argentine hip hop
1uGdRSOpObu3lp0jvrVREl,37i9dQZF1DX10zKzsJ2jva,Maria Becerra,OJALÁ,OJALÁ,0.798,0.629,1,-4.393,0,0.0729,5.06e-06,0.103,0.362,92.018,160482,4,latin pop
0vHfVsEe6Ps0d8cZ9PGzSw,37i9dQZF1DX10zKzsJ2jva,De La Ghetto,Loco Por Perrearte (Remix),Loco Por Perrearte - Remix,0.848,0.673,11,-4.034,0,0.058,0.00652,0.102,0.39,93.987,199149,4,latin
4RtPruLRZbyirtJGqYHPQm,37i9dQZF1DX10zKzsJ2jva,Duki,Antes de Perderte,Antes de Perderte,0.812,0.925,5,-3.092,0,0.113,0,0.115,0.614,110.031,176727,4,argentine hip hop
6y8z28epOv5FlaxDv1Lo5B,37i9dQZF1DX10zKzsJ2jva,Ryan Castro,Jordan,Jordan,0.796,0.68,10,-5.555,0,0.37,0.000683,0.103,0.71,179.923,176143,4,trap colombiano
20yLo8tCAM1LXixAdBf3f2,37i9dQZF1DX10zKzsJ2jva,Prince Royce,Si Te Preguntan...,Si Te Preguntan...,0.76,0.803,8,-2.867,0,0.0306,0,0.0555,0.922,136.945,223074,4,bachata
1UdzJEpgJxtuXAlCOvD4S0,37i9dQZF1DX10zKzsJ2jva,Danny Ocean,@dannocean,Fuera del mercado,0.453,0.673,8,-5.649,1,0.144,0,0.131,0.266,92.06,159849,4,latin
0Yc0ziTsyjahYqlWXVXlTU,37i9dQZF1DX10zKzsJ2jva,Becky G,BAILÉ CON MI EX,BAILÉ CON MI EX,0.761,0.784,4,-4.977,1,0.133,0,0.125,0.691,114.93,161880,4,latin
7kYbxvrGXv8cmKjkqgqhrw,37i9dQZF1DX10zKzsJ2jva,TINI,La Triple T,La Triple T,0.801,0.633,11,-2.785,0,0.0777,0,0.27,0.676,92.025,167674,4,latin pop
30W8VKHrAZmHzObnwAoc1u,37i9dQZF1DX10zKzsJ2jva,Mora,MICRODOSIS,TUS LÁGRIMAS,0.683,0.714,1,-4.898,1,0.252,1e-06,0.111,0.448,173.963,174483,4,reggaeton
3Gz3Tl8TicQbsR0OGvmc6C,37i9dQZF1DX4JAvHpjipBk,Ari Lennox,Queen Space (with Summer Walker),Queen Space (with Summer Walker),0.796,0.604,7,-6.193,0,0.0667,0.000169,0.0836,0.546,135.038,230841,4,alternative r&b
0yowbJnnbTLpr99f9l1uba,37i9dQZF1DX4JAvHpjipBk,Arctic Monkeys,There’d Better Be A Mirrorball,There’d Better Be A Mirrorball,0.513,0.369,3,-10.899,1,0.0307,0.0139,0.186,0.311,72.062,265798,4,garage rock
5enNYN3hDG4Dsey9WsF6TJ,37i9dQZF1DX4JAvHpjipBk,Kali Uchis,NO HAY LEY,NO HAY LEY,0.713,0.617,9,-6.247,1,0.0372,0,0.354,0.416,122.036,157000,4,colombian pop
7lxF9OOlLhxslC3BEDIMfB,37i9dQZF1DX4JAvHpjipBk,Chlöe,Spotify Singles,Freak Like Me - Spotify Singles,0.329,0.539,4,-11.152,0,0.231,0,0.643,0.501,95.037,188989,5,pop
6LXIhiXK8z1KLd3giR904b,37i9dQZF1DX4JAvHpjipBk,Charlie Puth,Smells Like Me,Smells Like Me,0.602,0.565,11,-6.498,1,0.0498,0,0.0622,0.609,208.038,204079,4,dance pop
4BBTalxG6c1Aoai1x1EA5g,37i9dQZF1DX4JAvHpjipBk,Romeo Santos,"Fórmula, Vol. 3",Sin Fin,0.736,0.869,0,-3.873,1,0.0548,0,0.0687,0.783,128.009,234667,4,bachata
1Xq9ilOLiknCaGYtSsvFrH,37i9dQZF1DX4JAvHpjipBk,Dermot Kennedy,Songs of Sonder,Kiss Me,0.636,0.827,0,-3.201,0,0.0355,0,0.0679,0.487,120.049,229436,4,folk-pop
0jRY4XO556pn1zHZAoY3ph,37i9dQZF1DX4JAvHpjipBk,YUNGBLUD,Tissues,Tissues,0.608,0.907,4,-3.368,1,0.121,0,0.186,0.818,89.994,215163,4,british indie rock
64dLd6rVqDLtkXFYrEUHIU,37i9dQZF1DX4JAvHpjipBk,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),New Gold (feat. Tame Impala and Bootie Brown),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,alternative hip hop
3e10Ct9oFcIdgFjkDUBV2k,37i9dQZF1DX4JAvHpjipBk,Justin Bieber,Beautiful Love (Free Fire),Beautiful Love - Free Fire,0.789,0.602,4,-7.465,0,0.0477,1.01e-06,0.108,0.525,111.022,207838,4,canadian pop
3pPN20syOYvbUuEiBpbenI,37i9dQZF1DX4JAvHpjipBk,Ava Max,Million Dollar Baby,Million Dollar Baby,0.667,0.858,2,-2.268,0,0.0926,1.47e-05,0.325,0.641,133.039,184295,4,dance pop
0uBdQzKghx88d2Lp8SLFKJ,37i9dQZF1DX4JAvHpjipBk,The 1975,I'm In Love With You,I'm In Love With You,0.668,0.902,2,-3.924,1,0.0386,8.74e-05,0.198,0.913,119.008,262624,4,modern alternative rock
7ETjhPaIU4UmHOiimJBZz9,37i9dQZF1DX4JAvHpjipBk,Jon Pardi,Mr. Saturday Night,Your Heart Or Mine,0.639,0.713,5,-4.368,0,0.0337,0,0.102,0.717,86.1,161200,4,contemporary country
4eSZUNz2flCKs7zESV50kW,37i9dQZF1DX4JAvHpjipBk,Kenny Beats,LOUIE,Hold My Head,0.627,0.791,5,-6.422,0,0.127,1.05e-06,0.595,0.545,144.06,106867,4,rap
4C20SN2nzLbsZbS6A4idoA,37i9dQZF1DX4JAvHpjipBk,Imagine Dragons,Love Of Mine (Night Visions Demo),Love Of Mine - Night Visions Demo,0.446,0.829,0,-6.665,1,0.0439,0.0261,0.073,0.207,75.01,249996,4,modern rock
3CRLMDJygwt1KWMg1FASye,37i9dQZF1DX4JAvHpjipBk,FLETCHER,Sting,Sting,0.521,0.626,8,-7.245,1,0.0591,0,0.161,0.512,95.011,187253,4,alt z
2DNOQSfV9U1Wen1uffsdeP,37i9dQZF1DX4JAvHpjipBk,GloRilla,Blessed,Blessed,0.842,0.751,2,-7.308,1,0.458,0,0.111,0.325,79.95,216000,4,unknown
5N1OdVOQ1bVpSogyDIsJBJ,37i9dQZF1DX4JAvHpjipBk,Payday,White Mercedes,White Mercedes,0.691,0.593,8,-6.998,1,0.045,0,0.294,0.402,99.96,110400,4,modern alternative pop
36SEfTZlBgmypZn0sgGroO,37i9dQZF1DX4JAvHpjipBk,Maude Latour,Cyclone,Cyclone,0.65,0.838,8,-5.456,1,0.0402,0.00013,0.0936,0.816,128.014,216622,4,alt z
6la2yQPbuFKD6I1vEaS2bz,37i9dQZF1DX4JAvHpjipBk,Nonso Amadi,Eye to Eye,Eye to Eye,0.759,0.569,6,-7.279,1,0.125,2.1e-06,0.102,0.665,98.02,156771,4,afropop
3Tv0qk6Zz09z8tueWLRW3i,37i9dQZF1DX4JAvHpjipBk,NLE Choppa,Little Miss,Little Miss,0.682,0.588,4,-6.164,0,0.297,1.47e-06,0.108,0.336,83.934,190371,4,memphis hip hop
2IY9lQ8pD2uVzAoIxJUPK8,37i9dQZF1DX4JAvHpjipBk,DE'WAYNE,TAKE THIS CROWN (feat. Good Charlotte),TAKE THIS CROWN (feat. Good Charlotte),0.455,0.949,11,-5.383,0,0.23,0.000203,0.116,0.269,160.041,215987,4,unknown
3MAsvuKpI0k45dWmaYKSnl,37i9dQZF1DX4JAvHpjipBk,Kelsea Ballerini,WHAT I HAVE,WHAT I HAVE,0.569,0.27,11,-5.405,1,0.0319,0,0.0978,0.525,159.677,178681,3,contemporary country
5hnGrTBaEsdukpDF6aZg8a,37i9dQZF1DX4JAvHpjipBk,Dean Lewis,How Do I Say Goodbye,How Do I Say Goodbye,0.4,0.641,8,-6.303,1,0.0674,0,0.0656,0.393,81.552,163603,4,australian pop
5HUxswbr7V4fzwG1LGCf7U,37i9dQZF1DX4JAvHpjipBk,Two Door Cinema Club,Keep On Smiling,Everybody's Cool,0.695,0.713,6,-4.366,0,0.0459,0,0.11,0.558,106.018,262356,4,indie rock
0UFthA0qo3JDLxqfG25kgP,37i9dQZF1DX4JAvHpjipBk,Yuna,Y4,Fool 4 U,0.76,0.404,8,-10.028,1,0.0425,0.00119,0.106,0.665,150.023,179000,4,malaysian pop
7fdTVjOFYWyfUXXTpIL917,37i9dQZF1DX4JAvHpjipBk,Tyga,Fantastic,Fantastic,0.938,0.572,2,-4.682,1,0.179,0,0.0932,0.191,105.98,172181,4,dance pop
44SFX0JI00vMoyIemTQDtN,37i9dQZF1DX4JAvHpjipBk,Pi’erre Bourne,Good Movie,Psane (feat. Don Toliver),0.831,0.455,7,-10.553,0,0.233,0,0.318,0.591,128.069,255013,4,melodic rap
3898X5xiidWYtAm4LeDveB,37i9dQZF1DX4JAvHpjipBk,aldn,say what u mean (with Riovaz),say what u mean (with Riovaz),0.536,0.83,6,-3.705,1,0.342,4.41e-05,0.286,0.48,163.005,151250,4,glitchcore
6x984mI891z1E2sVwYumUx,37i9dQZF1DX4JAvHpjipBk,Arden Jones,age tape 8,mr. sunshine,0.589,0.791,11,-3.443,0,0.0521,0,0.149,0.387,129.978,177231,4,sad rap
6ND3HuPxTJzFcRpyAAvhpL,37i9dQZF1DX4JAvHpjipBk,Yung Lean,Lazy Summer Day / Chinese Restaurant,Lazy Summer Day,0.622,0.395,8,-10.201,1,0.0309,0,0.16,0.44,124.05,141290,4,psychedelic hip hop
1igXQJ8h25DY4AiVgyGohE,37i9dQZF1DX4JAvHpjipBk,Louis Tomlinson,Bigger Than Me,Bigger Than Me,0.468,0.835,4,-3.8,1,0.0501,0,0.424,0.454,144.925,221440,4,pop
0ZRZeLNAKPHBwkalUqW1xz,37i9dQZF1DX4JAvHpjipBk,Nina Nesbitt,Älskar,I Should Be a Bird,0.54,0.324,4,-7.442,0,0.034,0,0.115,0.448,155.494,239707,4,alt z
1KkV5NgLa2XtD00IfaCPyG,37i9dQZF1DX4JAvHpjipBk,Sigala,Living Without You,Living Without You,0.57,0.89,11,-2.049,0,0.0625,0,0.677,0.563,125.003,184104,4,dance pop
1ueaBqr5S3NxQhj1gKgmwj,37i9dQZF1DX4JAvHpjipBk,Shygirl,Nike,Nike,0.926,0.308,6,-10.294,0,0.323,1.12e-05,0.0648,0.63,101.872,127625,4,alternative r&b
5X79uZsOrtg2iolPYhqeUa,37i9dQZF1DX4JAvHpjipBk,EST Gee,Hell,Hell,0.672,0.767,1,-7.616,0,0.263,0,0.176,0.869,77.504,139265,4,kentucky hip hop
6jXaJ37W4yKIBOEMpjGlli,37i9dQZF1DX4JAvHpjipBk,PnB Rock,Luv Me Again,Luv Me Again,0.7,0.751,8,-4.947,0,0.142,0,0.112,0.883,149.922,127929,4,melodic rap
4AwlNIyid3oRyNqX61kTKt,37i9dQZF1DX4JAvHpjipBk,DannyLux,Limerencia,No Te Quiero Perder,0.508,0.6,6,-7.832,0,0.0264,6.43e-05,0.109,0.528,93.65,226637,3,corridos tumbados
